-1.198908799	3.074281322
-2.688525479	-0.186140044
-5.550525541	-1.238322567
-1.95071446	0.567044431
0.155832287	1.09835059
-3.752944601	2.041200194
4.74057398	7.292522338
-1.847666819	0.080121387
-0.861360888	0.991579437
1.985973497	5.851642586
-4.641016851	-0.248505725
3.25243675	4.149009516
2.720036896	6.678153613
-3.254589188	0.894755777
2.664498815	2.882149338
0.931698634	3.210112414
-2.358319193	-0.40680598
6.336645526	7.164287288
0.403658685	2.253894517
-2.170938434	1.878131864
-3.029481129	1.52259854
-2.807707791	2.147712156
-1.33337724	1.580987919
-2.988753502	-0.91998148
-4.867730306	-0.03330476
-4.533799758	-1.208850327
2.492966354	5.730468556
-4.805414027	-3.953138831
-3.190780484	0.760358026
-6.004078666	2.215728971
1.442278413	5.277100271
-4.259210332	1.440995551
-1.966972822	0.923951517
0.231910423	2.268067682
0.148020779	2.739596634
-4.583531173	1.237501828
2.889897097	5.797962606
6.567799793	10.86472353
-6.184471096	-0.539268014
2.736677938	3.344298348
4.107543777	4.601772643
0.906385692	3.319715301
-1.453174543	3.136091501
-1.602476514	2.610985939
0.865956979	3.807671086
-1.676359569	-0.073519329
0.179383481	1.908414095
1.114022315	3.028187215
6.083273466	6.999226875
-6.389761226	-1.930939275
-8.1978601	-2.974804634
1.530860096	2.869715964
-0.02365866	2.886628586
1.434838752	5.209702541
-5.358647457	-0.661128505
-5.351874384	0.792061348
-0.435250159	2.989359537
-3.784725802	-2.156414035
6.215548094	9.57542231
-1.152704592	0.682859139
-0.911337847	1.116957562
-0.235746229	0.337240457
-5.61360706	-2.456231441
-1.119374084	1.191208601
-5.618570046	-2.162052424
-0.508197365	0.439336674
1.333550323	1.707290396
-4.825745276	-2.209564516
-2.492410379	-1.095112291
-4.32808583	0.142680778
1.007212431	5.625865745
-3.251943736	1.833731038
0.185076951	0.700012214
-2.291074777	0.142667907
0.262271922	2.779017476
0.880048666	3.502227216
-5.965311082	-3.547372078
0.267684628	2.356428696
0.48464185	2.405399825
5.830261714	6.634930024
-1.752158572	0.508468726
1.824798925	4.865594043
-0.344215259	1.843337581
5.403474626	6.690382499
3.39442674	6.895077756
3.943527901	5.005862036
1.056673304	3.36236852
-1.302266088	1.612939667
-4.266709696	-2.913621084
2.463289897	6.202925525
2.155106564	4.44442312
-4.205599615	-0.616449591
0.7321063	4.853793704
1.419847441	3.904284969
-3.568146939	0.266521592
0.156307685	3.223860655
-5.681244909	1.089331243
-0.756076591	1.611286236
1.8211156	3.953562557
4.718945945	6.740860281
-7.369711526	-3.18643916
4.292166155	4.825256133
-2.556010605	1.647586192
-2.016985665	2.553346593
-9.291625683	-4.630277979
-3.807283545	-0.874080242
-1.488796784	3.638960822
3.03898042	5.082261727
-3.600027868	-0.208180535
3.257220326	5.932872979
-4.725921599	-0.986850375
-5.559536362	-1.57047453
-0.69490727	2.562682697
-5.68508012	-1.170389098
-7.080497624	-1.174745861
6.646271286	8.009083125
-0.213663403	0.756358153
-1.249592838	0.19434315
-3.904363893	-1.645816014
-3.439690854	-0.050683348
-3.281445045	0.107502933
-2.740453671	-1.525874943
-1.065061519	0.799803391
-0.094819042	3.583118638
4.307642168	6.523618382
0.157828589	4.572116863
-2.658475564	2.911403207
-1.593451583	-0.65636897
1.328148859	4.803124735
-0.116399732	3.222247043
-2.433755564	2.035940902
0.513594829	1.196227011
-1.290631018	3.369318899
4.793796161	6.842651018
-4.435974683	-0.715843554
-3.568142293	0.211168122
-2.738469133	1.805484778
0.805887713	4.702700271
-1.223952544	-0.188197547
0.362450398	4.701953711
-2.35969597	-1.227745352
-7.023677833	-4.171381087
-3.580865392	-2.531555468
4.608028639	7.093234957
-1.643040464	1.802149607
-5.735192056	-1.530119491
-5.213443271	-4.027415804
-2.25902066	-0.728467464
-2.031858503	0.770553974
-0.068070638	2.624461808
-4.033909055	0.545932521
1.924432506	6.194992188
-0.723956854	2.466240592
0.999504204	4.795428664
-3.811534669	-2.273010509
-5.603234033	-2.126783944
2.962107706	6.370048838
0.023677633	3.02812818
3.919729689	8.174536103
2.128381023	4.028761512
-1.578322979	0.607845061
-2.204441946	2.208337039
0.095564781	2.095588508
-6.184104791	-1.665980306
7.029908624	10.07955798
2.37053472	5.184105127
1.610734033	4.20997137
-2.583286016	0.165647038
-8.50688243	-6.361386237
-3.176756305	0.328531189
-3.55914352	2.775820487
-0.132466846	2.152280516
-3.45389872	1.359737831
6.853942504	7.668911635
-1.814177935	-1.099125123
0.252023401	1.034031478
1.080480137	0.495892508
1.971622009	8.207830706
3.945679505	4.373730426
1.92104547	2.902374459
1.04836115	6.155421156
1.82545989	7.619744918
7.157576054	10.96222699
-1.399539681	0.023711687
0.137854069	2.832906298
0.210302042	3.030264631
-2.322710991	-0.143049787
-0.409915266	3.122374294
-7.93272799	-2.35347381
0.043643738	2.737692812
-0.605383799	3.709202509
-2.172040306	-2.287811171
-2.854078635	0.476093481
2.747938552	6.938632099
0.038435408	5.140621382
4.438734603	6.783147149
-0.824816021	2.501019943
-7.110343104	-3.234198051
3.635833777	6.861084624
-5.220307528	-2.593822589
-5.622816624	-2.006009525
-1.761568333	0.522663937
